;;;;;;;;;;
NO;F˜ž/FATURA ADI;TAR˜H;TUTAR;KDV;GEN.TOP.;HARCAMA;HARCAMA C˜NS˜;A€IKLAMA;D™NEM;D™KšLEN BETON
707;S˜GORTA MERKEZ˜;8.10.2019;50,00   ;;50,00   ;VERG˜/HAR€;06 DY 3031;06 DY 3031 PEJO 30 GšNLšK S˜GORTA;Eki.19;
708;C˜TADEL˜ LTD;13.10.2019;336,00   ;;336,00   ;MALZEME;HIRDAVAT;KESME TAžI 60 AD, ELD˜VEN 240 AD;Eki.19;
709;MAC˜T ALPUTA˜M;14.10.2019;35,65   ;;35,65   ;D˜¦ER G˜DERLER;YEMEK;YEMEKL˜K MALZ. (EREN BEY, PERSONEL);Eki.19;
710;TSULU LTD;15.10.2019;4,55   ;;4,55   ;D˜¦ER G˜DERLER;GIDA/TEM.MLZ;DOMATES - EKMEK;Eki.19;
711;TSULU LTD;16.10.2019;2,00   ;;2,00   ;D˜¦ER G˜DERLER;GIDA/TEM.MLZ;EKMEK;Eki.19;
712;DEVLET HAZ˜NES˜;16.10.2019;51,00   ;;51,00   ;VERG˜/HAR€;GšMRšK;EREN CAN ž˜MžEK-GšMRšK H˜ZMET˜-YG HALAT SšRME MAK G˜TT˜;Eki.19;
713;VERG˜ DA˜RES˜ ;30.09.2019;28.225,68   ;0,00   ;28.225,68   ;VERG˜/HAR€;˜ž€˜ VERG˜S˜-MUHTASAR;˜ž€˜ VERG˜S˜-MUHTASAR. EYLšL  2019;Eyl.19;
714;VERG˜ DA˜RES˜ ;30.09.2019;0,00   ;75.276,46   ;75.276,46   ;VERG˜/HAR€;KDV-1;KDV.EYLšL 2019;Eyl.19;
715;VERG˜ DA˜RES˜ ;8.10.2019;0,00   ;51,50   ;51,50   ;VERG˜/HAR€;KDV-1;MOTOR, F˜LTRE KDV ™DEMES˜;Eki.19;
716;VERG˜ DA˜RES˜ ;9.10.2019;0,00   ;122,00   ;122,00   ;VERG˜/HAR€;KDV-1;TAHS˜N ™ZMEN- €˜ZME KDV ™DEMES˜;Eki.19;
717;˜ž€˜L˜KLER;30.09.2019;135.578,11   ;0,00   ;135.578,11   ;˜ž€˜L˜K;MAAž;EYLšL 2019 MAAžLAR;Eyl.19;
718;˜ž€˜L˜KLER;30.09.2019;-2.195,43   ;0,00   ;-2.195,43   ;˜ž€˜L˜K;MAAž;EYLšL 2019 MAAžLAR.žEYHMUS ˜LTER DšZELTME. TšRK˜YE-DE ELDEN ALACA¦I KIDEM HESABINA SAYILDI¦I ˜€˜N EYLšL 2019 ˜ž€˜L˜¦˜ GšRC˜STAN'DAN ™DENMEYECEK.;Eyl.19;
719;BES ™DEMES˜. ˜ž€˜ VE ˜ž VEREN;3.10.2019;1.674,13   ;0,00   ;1.674,13   ;˜ž€˜L˜K;BES;EYLšL  2019 ˜ž€˜L˜KLERE A˜T  ˜ž€˜+ ˜žVEREN BES PAYLARI;Eyl.19;
720;BANK OF GEORGIA;17.09.2019;50,00   ;;50,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
721;BANK OF GEORGIA;17.09.2019;1,00   ;;1,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.USD HESABINDAN GELEN 4,84 USD BOZDURMA MASRAFI;Eyl.19;
722;BANK OF GEORGIA;17.09.2019;60,25   ;;60,25   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.VERG˜ DA˜RES˜ EFT šCRET˜;Eyl.19;
723;BANK OF GEORGIA;18.09.2019;7,87   ;;7,87   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.CETO LOJ˜ST˜K;Eyl.19;
724;BANK OF GEORGIA;18.09.2019;3,53   ;;3,53   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.EFE TIR;Eyl.19;
725;BANK OF GEORGIA;20.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
726;BANK OF GEORGIA;20.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
727;BANK OF GEORGIA;20.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
728;BANK OF GEORGIA;20.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
729;BANK OF GEORGIA;20.09.2019;8,00   ;;8,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
730;BANK OF GEORGIA;23.09.2019;1,00   ;;1,00   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.SULKHAN KHOZREVANIDZE TORNACI;Eyl.19;
731;BANK OF GEORGIA;24.09.2019;115,50   ;;115,50   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.Z˜RAAT BANKASINA V˜RMAN;Eyl.19;
732;BANK OF GEORGIA;26.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
733;BANK OF GEORGIA;26.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
734;BANK OF GEORGIA;26.09.2019;5,00   ;;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eyl.19;
735;BANK OF GEORGIA;26.09.2019;1,00   ;;1,00   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.RUSLAN ZD˜DZE CAR˜ HESABINA MAHSUBEN;Eyl.19;
736;KAMB˜YO HESAPLAR;24.09.2019;2.687,50   ;0,00   ;2.687,50   ;BANKA MASRAF;D™V˜Z;KAMB˜YO HESAPLAR---ALIž-SATIž ARASINDAK˜ FARK.165.000 LAR˜---312,500 TL ALINDI;Eyl.19;
737;Z˜RAAT BANKASI-GEORG˜A-TL HESABI;24.09.2019;404,77   ;0,00   ;404,77   ;BANKA MASRAF;EFT MASRAF;BANKA MASRAF.ž˜M-AL ˜NžAAT TRANSFER;Eyl.19;
738;KAMB˜YO HESAPLAR;17.10.2019;0,03   ;0,00   ;0,03   ;BANKA MASRAF;D™V˜Z;KAMB˜YO HESAPLAR---TL HESAPTAK˜ 1,95 TL DE¦ER KAYBETT˜;Eyl.19;
739;SULKHAN KHOZREVAN˜DZE;20.09.2019;890,00   ;0,00   ;890,00   ;TAM˜R/BAKIM;D˜¦ER;˜ž MAK˜NASI PAR€A ˜MALATI;Eyl.19;
740;BANK OF GEORG˜A;18.09.2019;1,00   ;0,00   ;1,00   ;BANKA MASRAF;D˜¦ER;SMS B˜LD˜R˜M šCRET˜;Eyl.19;
741;BANK OF GEORG˜A;20.09.2019;1,00   ;0,00   ;1,00   ;BANKA MASRAF;D˜¦ER;SMS B˜LD˜R˜M šCRET˜;Eyl.19;
742;MAGT˜ COM;7.03.2019;20,43   ;3,68   ;24,11   ;˜LET˜ž˜M;TELEFON/˜NTERNET;FATURA GE€ GELD˜.22.10.2019 TAR˜H˜NDE GELD˜.;Eyl.19;
743;MAGT˜ COM;15.03.2019;1,69   ;0,31   ;2,00   ;˜LET˜ž˜M;TELEFON/˜NTERNET;FATURA GE€ GELD˜.22.10.2019 TAR˜H˜NDE GELD˜.HAT AKT˜VASYON BEDEL˜.591 093 013 TERCšMAN ˜€˜N ALINAN;Eyl.19;
744;MAGT˜ COM;15.03.2019;-0,51   ;0,00   ;-0,51   ;˜LET˜ž˜M;TELEFON/˜NTERNET;FARK.™DENEN ˜LE FATURA ARASINDA NEDEN KAYNAKLANDI¦I BELL˜ DE¦˜L;Eyl.19;
745;RUSLAN ZO˜DZE;26.09.2019;200,00   ;0,00   ;200,00   ;TAM˜R/BAKIM;PORTAL V˜N€;MOTOR SARIM šCRET˜.SEK˜ZL˜ PORTAL V˜N€;Eyl.19;
746;SOCAR PETROL;20.09.2019;643,22   ;115,78   ;759,00   ;AKARYAKIT;AKARYAKIT;D˜ZEL 300 LT;Eyl.19;
747;SOCAR PETROL;20.09.2019;440,68   ;79,32   ;520,00   ;AKARYAKIT;AKARYAKIT;D˜ZEL 200 LT;Eyl.19;
748;NANA PUTKARADZE;30.07.2019;270,00   ;0,00   ;270,00   ;TAM˜R/BAKIM;D˜¦ER;MOTOR SARIM šCRET˜.G™TšRš USULU KDV YOK;Tem.19;
749;KAMB˜YO HESAPLAR;22.10.2019;452,66   ;0,00   ;452,66   ;BANKA MASRAF;D™V˜Z;NAKL˜YEC˜LER D™V˜Z BOR€ ™DEME ˜€˜N ALINAN DOLAR HESABINDAK˜ ZARAR;Eki.19;
750;ž˜M-AL ˜NžAAT EML.TAAH.DEK.PROJ.TUR.˜H.˜T.T˜C.VE SAN.LTD.žT˜.;23.10.2019;0,00   ;0,00   ;0,00   ;K˜RA BEDEL˜;LANCH˜NG G˜RDER;0 $ = GE€˜C˜ ˜HRACAT. LANCH˜NG G˜RDER V˜N€ €EL˜K HALAT -SEHPA-BA¦LANTI PAR€A;Eki.19;
751;CETO LOGISTIK LTD GEORGIA;25.10.2019;5.460,28   ;0,00   ;5.460,28   ;NAKL˜YE;NAKL˜YE;1.850$+KDV = ANKARA - BATUM NAKL˜YE ( LANCH˜NG YšRšYšž TAKIMLARI );Eki.19;
752;OSMAN SEV˜ML˜ TAžERON;8.10.2019;-4.662,21   ;0,00   ;-4.662,21   ;˜ž€˜L˜K;TAžERON;1 NOLU TEMMUZ 2019 HAKED˜ž BEDEL˜;Tem.19;
753;OSMAN SEV˜ML˜ TAžERON;8.10.2019;2.404,71   ;0,00   ;2.404,71   ;˜ž€˜L˜K;TAžERON;2 NOLU A¦USTOS 2019 HAKED˜ž BEDEL˜;A§u.19;
754;OSMAN SEV˜ML˜ TAžERON;8.10.2019;4.764,70   ;0,00   ;4.764,70   ;˜ž€˜L˜K;TAžERON;3 NOLU EYLšL 2019 HAKED˜ž BEDEL˜;Eyl.19;
755;ž˜M-AL ˜NžAAT EML.TAAH.DEK.PROJ.TUR.˜H.˜T.T˜C.VE SAN.LTD.žT˜.;25.10.2019;70.908,00   ;0,00   ;70.908,00   ;K˜RA BEDEL˜;LANCH˜NG G˜RDER;24.000$= LAUNCH˜NG G˜RDER V˜N€LER˜ VE YšRšYšž TAKIMLARI 12 AYLIK K˜RA BEDEL˜;Eki.19;
756;CETO LOGISTIK LTD GEORGIA;30.10.2019;6.943,07   ;0,00   ;6.943,07   ;NAKL˜YE;NAKL˜YE;2.350$=ANKARA-BATUM NAKL˜YE.LANCH˜NG G˜RDER V˜N€LER˜ VE YšRšYšž TAKIMI;Eki.19;
757;NET SERV˜CE LTD;19.09.2019;50,96   ;0,00   ;50,96   ;˜LET˜ž˜M;˜NTERNET;˜NTERNET BEDEL˜;A§u.19;
758;NET SERV˜CE LTD;19.10.2019;49,31   ;0,00   ;49,31   ;˜LET˜ž˜M;˜NTERNET;˜NTERNET BEDEL˜;Eyl.19;
759;BANK OF GEORGIA;21.10.2019;1,00   ;0,00   ;1,00   ;D˜¦ER G˜DERLER;D˜¦ER;SMS B˜LD˜R˜M šCRET˜;Eyl.19;
760;BANK OF GEORGIA;1.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
761;BANK OF GEORGIA;1.10.2019;3,00   ;0,00   ;3,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
762;BANK OF GEORGIA;1.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
763;BANK OF GEORGIA;1.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
764;BANK OF GEORGIA;2.10.2019;31,00   ;0,00   ;31,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
765;BANK OF GEORGIA;16.10.2019;1,10   ;0,00   ;1,10   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
766;BANK OF GEORGIA;22.10.2019;1,00   ;0,00   ;1,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.LELA BAHATAVA MAAž ™DEMES˜;Eki.19;
767;BANK OF GEORGIA;23.10.2019;1,00   ;0,00   ;1,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.VERG˜ DA˜RES˜ EFT šCRET˜;Eki.19;
768;BANK OF GEORGIA;23.10.2019;20,36   ;0,00   ;20,36   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.VERG˜ DA˜RES˜ EFT šCRET˜;Eki.19;
769;BANK OF GEORGIA;23.10.2019;84,32   ;0,00   ;84,32   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.VERG˜ DA˜RES˜ EFT šCRET˜;Eki.19;
770;BANK OF GEORGIA;24.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
771;BANK OF GEORGIA;24.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
772;BANK OF GEORGIA;24.10.2019;13,36   ;0,00   ;13,36   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.VERG˜ DA˜RES˜ EFT šCRET˜;Eki.19;
773;BANK OF GEORGIA;24.10.2019;1,00   ;0,00   ;1,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.VERG˜ DA˜RES˜ EFT šCRET˜;Eki.19;
774;BANK OF GEORGIA;25.10.2019;1,00   ;0,00   ;1,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.RUSLAN ZO˜DZE CAR˜ HESABINA;Eki.19;
775;BANK OF GEORGIA;28.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
776;BANK OF GEORGIA;28.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
777;BANK OF GEORGIA;28.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
778;BANK OF GEORGIA;28.10.2019;5,00   ;0,00   ;5,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
779;BANK OF GEORGIA;30.10.2019;2,60   ;0,00   ;2,60   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Eki.19;
780;BANK OF GEORGIA;1.11.2019;0,60   ;0,00   ;0,60   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Kas.19;
781;BANK OF GEORGIA;1.11.2019;80,00   ;0,00   ;80,00   ;BANKA MASRAF;D˜¦ER;BANKA MASRAF.NAK˜T €EK˜M KOM˜SYONU;Kas.19;
782;COMPULSORY INSURANCE CENTER -  ZORUNLU DEVLET S˜GORTA MERKEZ˜;29.10.2019;250,00   ;0,00   ;250,00   ;VERG˜/HAR€;06 AGR 36;1 YILLIK S˜GORTA MASRAFI;Eki.19;
;˜NOKS LTD;6.09.2019;247;0;247;MALZEME;HIRDAVAT;12'L˜K U€ - MANDREN- ˜ž AYAKKABISI-MANDREN SAB˜TLEY˜C˜;Eki.19;
;˜NOKS LTD;10.09.2019;926;0;926;MALZEME;HIRDAVAT;KESME TAžI-ELEKTR˜K BANDI - ELD˜VEN;Eki.19;
;˜NOKS LTD;11.09.2019;657;0;657;MALZEME;HIRDAVAT;˜ž AYAKKABISI - KESME TAžI - YA¦MURLUK;Eki.19;
;˜NOKS LTD;12.09.2019;8;0;8;MALZEME;HIRDAVAT;JAPON YAPIžTIRICI - €EL˜K METRE;Eki.19;
;˜NOKS LTD;20.09.2019;185;0;185;MALZEME;HIRDAVAT;KESME TAžI;Eki.19;
;˜NOKS LTD;20.09.2019;72;0;723;MALZEME;HIRDAVAT;YELEK-BALO HORTUMU - FAL€ATA - ELD˜VEN;Eki.19;
;˜NOKS LTD;23.09.2019;247;0;247;MALZEME;HIRDAVAT;KESME TAžI - žER˜T METRE - M˜N˜ EL FENER˜;Eki.19;
;˜NOKS LTD;23.09.2019;60;0;60;MALZEME;HIRDAVAT;MARK™R KALEM 2 ADET;Eki.19;
;;10.04.2019;-46305,69;-8084,98;-54390,67;HAKED˜ž;HAKED˜ž;N˜SAN HAKED˜ž˜;Nis.19;
;;10.04.2019;-1389,16;0;-1389,16;HAKED˜ž;TEM˜NAT KES˜NT˜S˜;N˜SAN TEM˜NAT KES˜NT˜S˜;Nis.19;
;;10.04.2019;;;;;;;Nis.19;218,16
;;23.05.2019;-72327,25;-12628,34;-84955,59;HAKED˜ž;HAKED˜ž;MAYIS HAKED˜ž˜ ;May.19;
;;23.05.2019;-2169,83;0;-2169,83;HAKED˜ž;TEM˜NAT KES˜NT˜S˜;MAYIS TEM˜NAT KES˜NT˜S˜;May.19;
;;23.05.2019;;;;;;;May.19;332,55
;;30.06.2019;-77296,32;-12964,26;-90260,58;HAKED˜ž;HAKED˜ž;HAZ˜RAN HAKED˜ž˜;Tem.19;
;;30.06.2019;-5272,57;0;-5272,57;HAKED˜ž;TEM˜NAT KES˜NT˜S˜;HAZ˜RAN TEM˜NAT KES˜NT˜S˜;Tem.19;
;;30.06.2019;6786,78;0;6786,78;HAKED˜ž;HAKED˜ž KES˜NT˜S˜;HAZ˜RAN AYI HAKED˜ž KES˜NT˜S˜;Tem.19;
;;30.06.2019;;;;;;;Tem.19;346,92
;;31.07.2019;-307446,8;-54874,05;-362320,85;HAKED˜ž;HAKED˜ž;TEMMUZ HAKED˜ž˜;Tem.19;
;;31.07.2019;-10791,89;0;-10791,89;HAKED˜ž;TEM˜NAT KES˜NT˜S˜;TEMMUZ TEM˜NAT KES˜NT˜S˜;Tem.19;
;;31.07.2019;2590,92;0;2590,92;HAKED˜ž;HAKED˜ž KES˜NT˜S˜;TEMMUZ HAKED˜ž KES˜NT˜S˜;Tem.19;
;;31.07.2019;;;;;;;Tem.19;1360,65
;;31.08.2019;-429831,57;-77369,69;-507201,26;HAKED˜ž;HAKED˜ž;A¦USTOS HAKED˜ž˜;A§u.19;
;;31.08.2019;-15216,04;0;-15216,04;HAKED˜ž;TEM˜NAT KES˜NT˜S˜;A¦USTOS TEM˜NAT KES˜NT˜S˜;A§u.19;
;;31.08.2019;;;;;;;A§u.19;1846,42
;;30.09.2019;-427303,3;-76914,61;-504217,91;HAKED˜ž;HAKED˜ž;EYLšL HAKED˜ž˜;Eyl.19;
;;30.09.2019;-15126,55;0;-15126,55;HAKED˜ž;TEM˜NAT KES˜NT˜S˜;EYLšL TEM˜NAT KES˜NT˜S˜;Eyl.19;
;;30.09.2019;4829,95;0;4829,95;HAKED˜ž;HAKED˜ž KES˜NT˜S˜;EYLšL HAKED˜ž KES˜NT˜S˜;Eyl.19;
;;30.09.2019;;;;;;;;1903,5
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
